piid,round,readings
0,0,0.0873137,
0,1,0.086373,
0,2,0.0889957,
0,3,0.0857347,
0,4,0.0904733,
0,5,0.0864357,
0,6,0.0906967,
0,7,0.0920493,
0,8,0.08927,
0,9,0.0905807,
0,10,0.089511,
0,11,0.086988,
0,12,0.0894653,
0,13,0.0927033,
0,14,0.0977553,
0,15,0.0976113,
0,16,0.0901833,
0,17,0.092524,
0,18,0.087423,
0,19,0.093401,
0,20,0.0901957,
0,21,0.088988,
0,22,0.0862517,
0,23,0.0878067,
0,24,0.0900657,
0,25,0.0910917,
0,26,0.0881003,
0,27,0.0918227,
0,28,0.090151,
0,29,0.093674,
0,30,0.088359,
0,31,0.0899383,
0,32,0.088765,
0,33,0.088583,
0,34,0.08911,
0,35,0.0909093,
0,36,0.0930953,
0,37,0.092381,
0,38,0.096104,
0,39,0.096935,
0,40,0.094576,
0,41,0.0958723,
0,42,0.0939283,
0,43,0.0917073,
0,44,0.093114,
0,45,0.0912947,
0,46,0.0914217,
0,47,0.0893433,
0,48,0.0896053,
0,49,0.088226,
0,50,0.084977,
0,51,0.086589,
0,52,0.0870017,
0,53,0.0878223,
0,54,0.093636,
0,55,0.0900557,
0,56,0.090774,
0,57,0.0908563,
0,58,0.0935583,
0,59,0.0898373,
0,60,0.0889477,
0,61,0.090635,
0,62,0.0924997,
0,63,0.0932563,
0,64,0.094356,
0,65,0.096581,
0,66,0.0947927,
0,67,0.091206,
0,68,0.0976373,
0,69,0.093283,
0,70,0.08869,
0,71,0.0890943,
0,72,0.0889563,
0,73,0.0901053,
0,74,0.09415,
0,75,0.0919487,
0,76,0.100343,
0,77,0.0983283,
0,78,0.096377,
0,79,0.094517,
0,80,0.0936293,
0,81,0.10029,
0,82,0.0975213,
0,83,0.09339,
0,84,0.0914727,
0,85,0.094939,
0,86,0.0931473,
0,87,0.0894567,
0,88,0.102197,
0,89,0.0966307,
0,90,0.0971263,
0,91,0.0922433,
0,92,0.0929,
0,93,0.0920953,
0,94,0.0916623,
0,95,0.0918153,
0,96,0.0918377,
0,97,0.0918477,
0,98,0.0935713,
0,99,0.0932957,
0,100,0.0950667,
0,101,0.0960207,
0,102,0.0936043,
0,103,0.087149,
0,104,0.0851487,
0,105,0.0863653,
0,106,0.0875747,
0,107,0.091781,
0,108,0.0886697,
0,109,0.0940133,
0,110,0.089008,
0,111,0.0882913,
0,112,0.084462,
0,113,0.0900513,
0,114,0.085072,
0,115,0.0873043,
0,116,0.0983797,
0,117,0.08695,
0,118,0.088766,
0,119,0.089302,
0,120,0.088453,
0,121,0.0887167,
0,122,0.090749,
0,123,0.0983,
0,124,0.0958343,
0,125,0.0889603,
0,126,0.090541,
0,127,0.0916083,
0,128,0.0967733,
0,129,0.094485,
0,130,0.087479,
0,131,0.087203,
0,132,0.0879033,
0,133,0.0876263,
0,134,0.0936403,
0,135,0.0897927,
0,136,0.0891423,
0,137,0.087608,
0,138,0.0891573,
0,139,0.0897523,
0,140,0.0902687,
0,141,0.090298,
0,142,0.0890727,
0,143,0.090783,
0,144,0.0914927,
0,145,0.092886,
0,146,0.0917383,
0,147,0.0928167,
0,148,0.0924227,
0,149,0.0889517,
0,150,0.0954963,
0,151,0.0975473,
0,152,0.0965293,
0,153,0.09432,
0,154,0.0968177,
0,155,0.095627,
0,156,0.09655,
0,157,0.0957557,
0,158,0.091068,
0,159,0.0917807,
0,160,0.09117,
0,161,0.0918323,
0,162,0.0891967,
0,163,0.0880367,
0,164,0.088218,
0,165,0.087854,
0,166,0.087241,
0,167,0.0856597,
0,168,0.0857157,
0,169,0.0871247,
0,170,0.0849623,
0,171,0.089389,
0,172,0.0880443,
0,173,0.0884413,
0,174,0.088534,
0,175,0.0938833,
0,176,0.088313,
0,177,0.0980553,
0,178,0.095267,
0,179,0.10164,
0,180,0.0960637,
0,181,0.100152,
0,182,0.106218,
0,183,0.0954687,
0,184,0.0936363,
0,185,0.10754,
0,186,0.098841,
0,187,0.097808,
0,188,0.0923533,
0,189,0.095321,
0,190,0.101958,
0,191,0.100082,
0,192,0.0980103,
0,193,0.0964997,
0,194,0.103901,
0,195,0.100086,
0,196,0.100116,
0,197,0.0909023,
0,198,0.0885613,
0,199,0.0943567,
0,200,0.0990397,
0,201,0.094867,
0,202,0.0913813,
0,203,0.10084,
0,204,0.0899337,
0,205,0.0960723,
0,206,0.096995,
0,207,0.0874547,
0,208,0.0968293,
0,209,0.0971233,
