piid,round,readings
0,0,0.107643,
0,1,0.10817,
0,2,0.108509,
0,3,0.099757,
0,4,0.100125,
0,5,0.102149,
0,6,0.10271,
0,7,0.100367,
0,8,0.105607,
0,9,0.100771,
0,10,0.104112,
0,11,0.106084,
0,12,0.102093,
0,13,0.105688,
0,14,0.101893,
0,15,0.104283,
0,16,0.107731,
0,17,0.0995883,
0,18,0.110646,
0,19,0.100693,
0,20,0.108831,
0,21,0.1047,
0,22,0.120624,
0,23,0.113744,
0,24,0.107232,
0,25,0.109786,
0,26,0.100297,
0,27,0.100688,
0,28,0.099585,
0,29,0.09961,
0,30,0.0993583,
0,31,0.101812,
0,32,0.105393,
0,33,0.103199,
0,34,0.104976,
0,35,0.106972,
0,36,0.109452,
0,37,0.104045,
0,38,0.107853,
0,39,0.109525,
0,40,0.104067,
0,41,0.10064,
0,42,0.113735,
0,43,0.106231,
0,44,0.108837,
0,45,0.106364,
0,46,0.103612,
0,47,0.103533,
0,48,0.101715,
0,49,0.100102,
0,50,0.115671,
0,51,0.129724,
0,52,0.11438,
0,53,0.123213,
0,54,0.117207,
0,55,0.111117,
0,56,0.119133,
0,57,0.118062,
0,58,0.122485,
0,59,0.10782,
0,60,0.12352,
0,61,0.119566,
0,62,0.102586,
0,63,0.123319,
0,64,0.124431,
0,65,0.117128,
0,66,0.111412,
0,67,0.118082,
0,68,0.108312,
0,69,0.111461,
0,70,0.109368,
0,71,0.115709,
0,72,0.112034,
0,73,0.0944477,
0,74,0.0963253,
0,75,0.127495,
0,76,0.107802,
0,77,0.11542,
0,78,0.129574,
0,79,0.110082,
0,80,0.10438,
0,81,0.100359,
0,82,0.100206,
0,83,0.113265,
0,84,0.111009,
0,85,0.100309,
0,86,0.104374,
0,87,0.10592,
0,88,0.111921,
0,89,0.119577,
0,90,0.109452,
0,91,0.10329,
0,92,0.108226,
0,93,0.101355,
0,94,0.109837,
0,95,0.106511,
0,96,0.104762,
0,97,0.10914,
0,98,0.0986323,
0,99,0.107788,
0,100,0.105018,
0,101,0.105371,
0,102,0.100867,
0,103,0.100429,
0,104,0.106266,
0,105,0.0974233,
0,106,0.10507,
0,107,0.0999237,
0,108,0.095217,
0,109,0.103708,
0,110,0.100391,
0,111,0.099014,
0,112,0.102107,
0,113,0.0976997,
0,114,0.101957,
0,115,0.101744,
0,116,0.0980513,
0,117,0.102163,
0,118,0.101446,
0,119,0.0993857,
