piid,round,readings
0,0,0.207405,
0,1,0.212437,
0,2,0.206977,
0,3,0.208708,
0,4,0.211197,
0,5,0.216555,
0,6,0.216545,
0,7,0.215039,
0,8,0.220275,
0,9,0.2203,
0,10,0.221013,
0,11,0.232168,
0,12,0.226911,
0,13,0.219273,
0,14,0.219538,
0,15,0.21407,
0,16,0.208222,
0,17,0.204958,
0,18,0.205522,
0,19,0.204051,
0,20,0.205362,
0,21,0.206074,
0,22,0.208027,
0,23,0.215731,
0,24,0.219824,
0,25,0.225493,
0,26,0.222881,
0,27,0.219988,
0,28,0.227977,
0,29,0.222584,
0,30,0.228873,
0,31,0.227266,
0,32,0.224351,
0,33,0.211159,
0,34,0.219978,
0,35,0.228847,
0,36,0.222572,
0,37,0.223231,
0,38,0.229054,
0,39,0.221162,
0,40,0.224185,
0,41,0.223382,
0,42,0.221927,
0,43,0.235923,
0,44,0.228569,
0,45,0.221126,
0,46,0.215717,
0,47,0.213166,
0,48,0.208454,
0,49,0.217585,
0,50,0.217947,
0,51,0.213913,
0,52,0.209086,
0,53,0.217421,
0,54,0.206932,
0,55,0.210278,
0,56,0.213758,
0,57,0.214672,
0,58,0.216827,
0,59,0.226913,
0,60,0.229044,
0,61,0.223506,
0,62,0.212953,
0,63,0.220436,
0,64,0.212716,
0,65,0.215293,
0,66,0.221152,
0,67,0.211594,
0,68,0.200923,
0,69,0.205753,
0,70,0.204097,
0,71,0.204118,
0,72,0.205183,
0,73,0.206299,
0,74,0.21663,
0,75,0.220477,
0,76,0.211537,
0,77,0.214675,
0,78,0.215038,
0,79,0.214141,
0,80,0.214898,
0,81,0.212178,
0,82,0.212994,
0,83,0.215619,
0,84,0.208473,
0,85,0.220496,
0,86,0.215361,
0,87,0.213433,
0,88,0.215369,
0,89,0.214726,
0,90,0.223802,
0,91,0.208874,
0,92,0.207476,
0,93,0.216652,
0,94,0.210958,
0,95,0.211939,
0,96,0.214388,
0,97,0.215798,
0,98,0.21013,
0,99,0.206222,
0,100,0.207075,
0,101,0.203346,
0,102,0.204172,
0,103,0.208489,
0,104,0.209192,
0,105,0.203367,
