round,work_amount,round_duration
141,0,110000000
142,0,110000000
143,0,110000000
144,0,110000000
145,0,110000000
146,0,110000000
147,0,100000000
148,0,110000000
149,0,100000000
150,0,120000000
151,0,110000000
152,0,110000000
153,0,120000000
154,0,110000000
155,0,110000000
156,0,130000000
157,0,110000000
158,0,120000000
159,0,110000000
160,0,110000000
161,0,110000000
162,0,110000000
163,0,120000000
164,0,110000000
165,0,110000000
166,0,110000000
167,0,120000000
168,0,120000000
169,0,120000000
170,0,110000000
171,0,110000000
172,0,110000000
173,0,110000000
174,0,110000000
175,0,110000000
176,0,110000000
177,0,100000000
178,0,100000000
179,0,110000000
180,0,110000000
181,0,100000000
182,0,110000000
183,0,100000000
184,0,110000000
185,0,110000000
186,0,110000000
187,0,120000000
188,0,110000000
189,0,100000000
190,0,120000000
191,0,110000000
192,0,100000000
193,0,110000000
194,0,110000000
195,0,100000000
196,0,110000000
197,0,110000000
198,0,100000000
199,0,110000000
200,0,140000000
201,0,100000000
202,0,120000000
203,0,110000000
204,0,100000000
205,0,110000000
206,0,110000000
207,0,100000000
208,0,110000000
209,0,100000000
210,0,110000000
211,0,110000000
212,0,110000000
213,0,110000000
214,0,100000000
215,0,110000000
216,0,100000000
217,0,110000000
218,0,110000000
219,0,100000000
220,0,110000000
221,0,110000000
222,0,110000000
223,0,110000000
224,0,110000000
225,0,110000000
226,0,110000000
227,0,110000000
228,0,110000000
229,0,120000000
230,0,110000000
231,0,100000000
232,0,120000000
233,0,110000000
234,0,110000000
235,0,110000000
236,0,120000000
237,0,110000000
238,0,110000000
239,0,110000000
240,0,110000000
241,0,110000000
242,0,120000000
243,0,110000000
244,0,110000000
245,0,110000000
246,0,110000000
247,0,110000000
248,0,120000000
249,0,110000000
250,0,110000000
251,0,110000000
252,0,120000000
253,0,110000000
254,0,100000000
255,0,110000000
256,0,110000000
257,0,110000000
258,0,120000000
259,0,100000000
260,0,110000000
261,0,110000000
262,0,110000000
263,0,110000000
264,0,110000000
265,0,110000000
266,0,110000000
267,0,100000000
268,0,110000000
269,0,120000000
270,0,110000000
271,0,110000000
272,0,110000000
273,0,110000000
274,0,100000000
275,0,110000000
276,0,110000000
277,0,110000000
278,0,120000000
279,0,120000000
280,0,110000000
281,0,120000000
282,0,110000000
283,0,110000000
284,0,110000000
285,0,110000000
286,0,130000000
287,0,110000000
288,0,100000000
289,0,110000000
290,0,100000000
291,0,110000000
292,0,110000000
293,0,110000000
294,0,110000000
295,0,110000000
296,0,100000000
297,0,110000000
298,0,120000000
299,0,110000000
300,0,110000000
301,0,110000000
302,0,120000000
303,0,100000000
304,0,110000000
305,0,110000000
306,0,110000000
307,0,110000000
308,0,110000000
309,0,110000000
310,0,100000000
311,0,110000000
312,0,100000000
313,0,110000000
314,0,110000000
315,0,120000000
316,0,100000000
317,0,110000000
318,0,110000000
319,0,100000000
320,0,110000000
321,0,110000000
322,0,120000000
323,0,120000000
324,0,110000000
325,0,110000000
326,0,110000000
327,0,110000000
328,0,110000000
329,0,110000000
330,0,120000000
331,0,110000000
332,0,110000000
333,0,100000000
334,0,110000000
335,0,110000000
336,0,110000000
337,0,110000000
338,0,110000000
339,0,110000000
340,0,110000000
341,0,100000000
342,0,110000000
343,0,110000000
344,0,110000000
345,0,110000000
346,0,100000000
347,0,110000000
348,0,110000000
349,0,110000000
350,0,110000000
351,0,110000000
352,0,110000000
353,0,110000000
354,0,110000000
355,0,110000000
356,0,100000000
357,0,120000000
358,0,110000000
359,0,110000000
360,0,120000000
361,0,100000000
362,0,100000000
363,0,110000000
364,0,110000000
365,0,110000000
366,0,110000000
367,0,120000000
368,0,110000000
369,0,110000000
370,0,110000000
371,0,110000000
372,0,110000000
373,0,110000000
374,0,110000000
375,0,110000000
376,0,100000000
377,0,110000000
378,0,100000000
379,0,110000000
380,0,110000000
381,0,110000000
382,0,110000000
383,0,110000000
384,0,110000000
385,0,100000000
386,0,110000000
387,0,120000000
388,0,110000000
389,0,110000000
390,0,110000000
391,0,100000000
392,0,110000000
393,0,120000000
