piid,round,readings
0,0,0.0026082,
0,1,0.00300462,
0,2,0.0024509,
0,3,0.00207257,
0,4,0.00289953,
0,5,0.00292237,
0,6,0.00294505,
0,7,0.00216933,
0,8,0.0034581,
0,9,0.0033388,
0,10,0.0028962,
0,11,0.00278583,
0,12,0.00253967,
0,13,0.00372347,
0,14,0.00220772,
0,15,0.00332832,
0,16,0.00249653,
0,17,0.00255302,
0,18,0.00325587,
0,19,0.00299715,
0,20,0.00225223,
0,21,0.00307197,
0,22,0.00302533,
0,23,0.0023489,
0,24,0.00402777,
0,25,0.0024848,
0,26,0.00298843,
0,27,0.00367663,
0,28,0.00296135,
0,29,0.00286532,
0,30,0.00246863,
0,31,0.0029304,
0,32,0.0021202,
0,33,0.00281147,
0,34,0.00319778,
0,35,0.00312012,
0,36,0.0025782,
0,37,0.00303925,
0,38,0.00297487,
0,39,0.00293992,
0,40,0.00218165,
0,41,0.00359158,
0,42,0.00292485,
0,43,0.00334043,
0,44,0.00237538,
0,45,0.00311447,
0,46,0.00327262,
0,47,0.00272067,
0,48,0.0030928,
0,49,0.00302868,
0,50,0.00312063,
0,51,0.00313432,
0,52,0.00204613,
0,53,0.00291795,
0,54,0.00327715,
0,55,0.00304663,
0,56,0.00298,
0,57,0.00314317,
0,58,0.00246922,
0,59,0.00295053,
0,60,0.00265995,
0,61,0.00252088,
0,62,0.002148,
0,63,0.0029718,
0,64,0.00299657,
0,65,0.00298112,
0,66,0.0026596,
0,67,0.00310348,
0,68,0.00297467,
0,69,0.00353273,
0,70,0.00203683,
0,71,0.00244902,
0,72,0.00309438,
0,73,0.00257663,
0,74,0.00314323,
0,75,0.00258022,
0,76,0.00302092,
0,77,0.00302175,
0,78,0.0025763,
0,79,0.00257432,
0,80,0.00262187,
0,81,0.0025519,
0,82,0.00246788,
0,83,0.00304742,
0,84,0.00274645,
0,85,0.00307722,
0,86,0.00312817,
0,87,0.00256428,
0,88,0.00308805,
0,89,0.00300957,
