piid,round,readings
0,189,0.0310086,
0,190,0.0291113,
0,191,0.0283959,
0,192,0.0259306,
0,193,0.0283675,
0,194,0.0272645,
0,195,0.0246284,
0,196,0.0282997,
0,197,0.025911,
0,198,0.0259338,
0,199,0.026529,
0,200,0.0240825,
0,201,0.0259477,
0,202,0.0259379,
0,203,0.030153,
0,204,0.0253887,
0,205,0.0256777,
0,206,0.0233693,
0,207,0.0252721,
0,208,0.0250999,
0,209,0.0253692,
0,210,0.0232182,
0,211,0.0281168,
0,212,0.0259453,
0,213,0.0233723,
0,214,0.0242356,
0,215,0.0241808,
0,216,0.0269944,
0,217,0.0248106,
0,218,0.0259365,
0,219,0.0282659,
0,220,0.0269208,
0,221,0.0305225,
0,222,0.0318328,
0,223,0.0337699,
0,224,0.0264822,
0,225,0.0268948,
0,226,0.0238608,
0,227,0.0228217,
0,228,0.02523,
0,229,0.0249579,
0,230,0.0256215,
0,231,0.0301088,
0,232,0.0234734,
0,233,0.0283264,
0,234,0.0274261,
0,235,0.0270032,
0,236,0.025331,
0,237,0.0251897,
0,238,0.0268723,
0,239,0.0256248,
0,240,0.0269091,
0,241,0.0236438,
0,242,0.0237485,
0,243,0.0240903,
0,244,0.0230732,
0,245,0.0253298,
0,246,0.0258126,
0,247,0.0253428,
0,248,0.0260767,
0,249,0.026968,
0,250,0.0259108,
0,251,0.0267643,
0,252,0.0268052,
0,253,0.0268712,
0,254,0.0248167,
0,255,0.0243566,
0,256,0.0269952,
0,257,0.0256244,
0,258,0.0254754,
0,259,0.0236357,
0,260,0.0232598,
0,261,0.0243181,
0,262,0.0266358,
0,263,0.0251134,
0,264,0.0262115,
0,265,0.024423,
0,266,0.0261165,
0,267,0.0261516,
0,268,0.028103,
0,269,0.0266469,
0,270,0.0265161,
0,271,0.0270027,
0,272,0.0277984,
0,273,0.028062,
0,274,0.0272352,
0,275,0.0257114,
0,276,0.0729104,
