piid,round,readings
0,0,0.0957223,
0,1,0.099828,
0,2,0.159243,
0,3,0.103419,
0,4,0.105275,
0,5,0.103182,
0,6,0.0905133,
0,7,0.09057,
0,8,0.094802,
0,9,0.0911133,
0,10,0.0921447,
0,11,0.0836003,
0,12,0.082082,
0,13,0.088227,
0,14,0.090776,
0,15,0.089866,
0,16,0.0860293,
0,17,0.081321,
0,18,0.0862367,
0,19,0.0852837,
0,20,0.0826983,
0,21,0.0857637,
0,22,0.0825243,
0,23,0.082699,
0,24,0.0879183,
0,25,0.0846387,
0,26,0.0821487,
0,27,0.0865533,
0,28,0.0839697,
0,29,0.0859733,
0,30,0.0846743,
0,31,0.0862693,
0,32,0.0835093,
0,33,0.083483,
0,34,0.0859407,
0,35,0.0833963,
0,36,0.082436,
0,37,0.082427,
0,38,0.083157,
0,39,0.0872537,
0,40,0.083853,
0,41,0.0860903,
0,42,0.0835553,
0,43,0.08311,
0,44,0.08309,
0,45,0.0848427,
0,46,0.09053,
0,47,0.081011,
0,48,0.0830943,
0,49,0.0868063,
0,50,0.0915237,
0,51,0.0899483,
0,52,0.0910953,
0,53,0.095053,
0,54,0.0843593,
0,55,0.0837383,
0,56,0.161241,
0,57,0.104129,
0,58,0.0864937,
0,59,0.0934313,
0,60,0.0840847,
0,61,0.0851297,
0,62,0.090488,
0,63,0.0896003,
0,64,0.088806,
0,65,0.084344,
0,66,0.089013,
0,67,0.0875143,
0,68,0.0858517,
0,69,0.0836997,
0,70,0.0829743,
0,71,0.0838363,
0,72,0.0864307,
0,73,0.0865773,
0,74,0.0864583,
0,75,0.084903,
0,76,0.088367,
0,77,0.0822557,
0,78,0.0855297,
0,79,0.0870963,
0,80,0.097434,
0,81,0.0885817,
0,82,0.0889233,
0,83,0.0892377,
0,84,0.0845903,
0,85,0.084388,
0,86,0.0897037,
0,87,0.0891033,
0,88,0.0864567,
0,89,0.0885683,
0,90,0.0873613,
0,91,0.0879743,
0,92,0.083945,
0,93,0.0833753,
0,94,0.085762,
0,95,0.0837283,
0,96,0.0822387,
0,97,0.0832553,
0,98,0.0844347,
0,99,0.0814547,
0,100,0.082506,
0,101,0.0852207,
0,102,0.0826793,
0,103,0.0821383,
0,104,0.079688,
0,105,0.081531,
0,106,0.0810737,
0,107,0.0815233,
0,108,0.0835793,
0,109,0.082337,
0,110,0.0818537,
0,111,0.0832733,
0,112,0.0853487,
0,113,0.0861777,
0,114,0.0841587,
0,115,0.0832927,
0,116,0.083162,
0,117,0.0876743,
0,118,0.0813563,
0,119,0.08235,
0,120,0.080952,
0,121,0.0848383,
0,122,0.0836737,
0,123,0.0790223,
0,124,0.08161,
0,125,0.082664,
0,126,0.0848217,
0,127,0.0825673,
0,128,0.0820447,
0,129,0.0827593,
0,130,0.0842757,
0,131,0.0819027,
0,132,0.0832397,
0,133,0.0824263,
0,134,0.0852797,
0,135,0.0827667,
0,136,0.086354,
0,137,0.0828743,
0,138,0.083619,
0,139,0.0835427,
0,140,0.083268,
0,141,0.0866397,
0,142,0.083807,
0,143,0.082774,
0,144,0.0818577,
0,145,0.083271,
0,146,0.0844357,
0,147,0.0811027,
0,148,0.0841593,
0,149,0.0871593,
