piid,round,readings
0,0,0.00329263,
0,1,0.00307323,
0,2,0.00298747,
0,3,0.00278237,
0,4,0.00281273,
0,5,0.00277283,
0,6,0.002792,
0,7,0.0028937,
0,8,0.00276227,
0,9,0.0027634,
0,10,0.0027519,
0,11,0.00311353,
0,12,0.00289937,
0,13,0.00310363,
0,14,0.0037405,
0,15,0.00357417,
0,16,0.0030136,
0,17,0.0028433,
0,18,0.00281497,
0,19,0.002776,
0,20,0.0028059,
0,21,0.00275463,
0,22,0.00277607,
0,23,0.0027239,
0,24,0.00304103,
0,25,0.00291347,
0,26,0.00277183,
0,27,0.00282067,
0,28,0.0031885,
0,29,0.0029522,
0,30,0.00299093,
0,31,0.00279327,
0,32,0.0027908,
0,33,0.00277227,
0,34,0.00291583,
0,35,0.00324167,
0,36,0.00285863,
0,37,0.0029009,
0,38,0.00293417,
0,39,0.0031231,
0,40,0.0030028,
0,41,0.00305443,
0,42,0.00294613,
0,43,0.00306397,
0,44,0.00293723,
0,45,0.003155,
0,46,0.0029649,
0,47,0.0030182,
0,48,0.00295523,
0,49,0.00316837,
0,50,0.00300797,
0,51,0.00303487,
0,52,0.00301087,
0,53,0.0030634,
0,54,0.0031181,
0,55,0.00291653,
0,56,0.0029373,
0,57,0.0030911,
0,58,0.0027758,
0,59,0.00281503,
0,60,0.00289537,
0,61,0.00279153,
0,62,0.00289137,
0,63,0.0027496,
0,64,0.00292353,
0,65,0.00291,
0,66,0.00327447,
0,67,0.002958,
0,68,0.00287023,
0,69,0.00276083,
0,70,0.00278897,
0,71,0.00281243,
0,72,0.0029589,
0,73,0.00283867,
0,74,0.00287893,
0,75,0.0029698,
0,76,0.00298283,
0,77,0.00283193,
0,78,0.00281293,
0,79,0.00276783,
0,80,0.002782,
0,81,0.0028218,
0,82,0.0027897,
0,83,0.00292707,
0,84,0.00285917,
0,85,0.0029442,
0,86,0.0028305,
0,87,0.00293077,
0,88,0.00296567,
0,89,0.0027878,
0,90,0.00282427,
0,91,0.00292407,
0,92,0.002883,
0,93,0.0030192,
0,94,0.00294067,
0,95,0.00289793,
0,96,0.0030376,
0,97,0.00290803,
0,98,0.0029198,
0,99,0.002885,
0,100,0.0028349,
0,101,0.00282553,
0,102,0.00291947,
0,103,0.0028119,
0,104,0.0028815,
0,105,0.00274727,
0,106,0.00293207,
0,107,0.00280353,
0,108,0.00289717,
0,109,0.0028146,
0,110,0.0029239,
0,111,0.00273627,
0,112,0.00284307,
0,113,0.0027746,
0,114,0.00279453,
0,115,0.0029815,
0,116,0.00278157,
0,117,0.00278963,
0,118,0.00280533,
0,119,0.0029219,
