piid,round,readings
0,0,0.102341,
0,1,0.115147,
0,2,0.106591,
0,3,0.109863,
0,4,0.110041,
0,5,0.108605,
0,6,0.105451,
0,7,0.0960503,
0,8,0.107108,
0,9,0.102679,
0,10,0.0986236,
0,11,0.103175,
0,12,0.0980513,
0,13,0.0996378,
0,14,0.0926227,
0,15,0.101673,
0,16,0.100539,
0,17,0.103893,
0,18,0.100731,
0,19,0.104835,
0,20,0.108213,
0,21,0.109731,
0,22,0.113491,
0,23,0.106318,
0,24,0.114112,
0,25,0.107101,
0,26,0.107547,
0,27,0.0999001,
0,28,0.101685,
0,29,0.0984792,
0,30,0.101163,
0,31,0.0971062,
0,32,0.114528,
0,33,0.119589,
0,34,0.106274,
0,35,0.106669,
0,36,0.107858,
0,37,0.104454,
0,38,0.104398,
0,39,0.103105,
0,40,0.0985239,
0,41,0.104674,
0,42,0.105568,
0,43,0.113124,
0,44,0.112936,
0,45,0.102373,
0,46,0.110404,
0,47,0.114022,
0,48,0.110384,
0,49,0.100573,
0,50,0.111974,
0,51,0.0993567,
0,52,0.101294,
0,53,0.0991452,
0,54,0.103554,
0,55,0.0959062,
0,56,0.10502,
0,57,0.107963,
0,58,0.102363,
0,59,0.0954634,
0,60,0.096632,
0,61,0.0991142,
0,62,0.0971067,
0,63,0.0971743,
0,64,0.103032,
0,65,0.102843,
0,66,0.110754,
0,67,0.102641,
0,68,0.11039,
0,69,0.107448,
0,70,0.100098,
0,71,0.101475,
0,72,0.0947169,
0,73,0.0996648,
0,74,0.105012,
0,75,0.102401,
0,76,0.110133,
0,77,0.103724,
0,78,0.103021,
0,79,0.105421,
0,80,0.103232,
0,81,0.11108,
0,82,0.105422,
0,83,0.103409,
0,84,0.118104,
0,85,0.118308,
0,86,0.111382,
0,87,0.101375,
0,88,0.108359,
0,89,0.107923,
0,90,0.108215,
0,91,0.104558,
0,92,0.113134,
0,93,0.113473,
0,94,0.115465,
0,95,0.110445,
0,96,0.112982,
0,97,0.110165,
0,98,0.105996,
0,99,0.0983592,
0,100,0.104963,
0,101,0.106515,
0,102,0.106017,
0,103,0.111523,
0,104,0.121383,
0,105,0.107376,
0,106,0.101252,
0,107,0.113495,
0,108,0.12427,
0,109,0.146376,
0,110,0.105378,
0,111,0.105824,
0,112,0.116989,
0,113,0.109095,
0,114,0.106859,
0,115,0.101738,
0,116,0.103678,
0,117,0.0979471,
0,118,0.0967964,
0,119,0.107226,
0,120,0.111178,
0,121,0.10096,
0,122,0.111446,
0,123,0.100489,
0,124,0.10835,
0,125,0.10331,
0,126,0.101369,
0,127,0.112895,
0,128,0.107529,
0,129,0.0978066,
0,130,0.104125,
0,131,0.101572,
0,132,0.107488,
0,133,0.099615,
0,134,0.103929,
0,135,0.11028,
0,136,0.10745,
0,137,0.113322,
0,138,0.108322,
0,139,0.177459,
0,140,0.121577,
0,141,0.107381,
0,142,0.104621,
0,143,0.105428,
0,144,0.11594,
0,145,0.117695,
0,146,0.118078,
0,147,0.104368,
0,148,0.103941,
0,149,0.108321,
0,150,0.12041,
0,151,0.105292,
0,152,0.110085,
0,153,0.109324,
0,154,0.121631,
0,155,0.115334,
0,156,0.123574,
0,157,0.120444,
0,158,0.128937,
0,159,0.113158,
0,160,0.102244,
0,161,0.110446,
0,162,0.100871,
0,163,0.110075,
0,164,0.0970999,
0,165,0.111232,
0,166,0.107379,
0,167,0.101603,
0,168,0.102186,
0,169,0.114515,
0,170,0.105789,
0,171,0.11152,
0,172,0.111016,
0,173,0.10951,
0,174,0.110342,
0,175,0.103545,
0,176,0.0972112,
0,177,0.0925084,
0,178,0.105936,
0,179,0.105596,
0,180,0.10375,
0,181,0.102153,
0,182,0.110521,
0,183,0.09998,
0,184,0.107474,
0,185,0.110662,
0,186,0.106494,
0,187,0.107978,
0,188,0.104413,
0,189,0.122505,
0,190,0.102652,
0,191,0.100479,
0,192,0.108061,
0,193,0.105456,
0,194,0.110765,
0,195,0.102517,
0,196,0.10887,
0,197,0.108816,
0,198,0.112014,
0,199,0.107504,
0,200,0.110692,
0,201,0.107975,
0,202,0.0959287,
0,203,0.103333,
0,204,0.0969389,
0,205,0.105851,
0,206,0.103624,
0,207,0.103149,
0,208,0.0984042,
0,209,0.108099,
